classification_id,user_name,user_id,user_ip,workflow_id,workflow_name,workflow_version,created_at,gold_standard,expert,metadata,annotations,subject_data,subject_ids
394123587,zoeologist,2413543,32296c4aa2899b4f2817,20748,Identify Terrestrial Consumers in the Intertidal,30.2,2022-02-02 18:36:53 UTC,,,"{""source"":""api"",""session"":""5a4ceec2fbfa13192485345f0970d127aca961cb7cf33704a48b52ffa70df49c"",""viewport"":{""width"":1512,""height"":776},""started_at"":""2022-02-02T18:36:06.306Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36"",""utc_offset"":""28800"",""finished_at"":""2022-02-02T18:36:53.181Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":640,""clientHeight"":427,""naturalWidth"":640,""naturalHeight"":427}],""subject_selection_state"":{""retired"":false,""selected_at"":""2022-02-02T18:36:06.249Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""53137""}","[{""task"":""T0"",""value"":[{""choice"":""PIG"",""answers"":{""HOWMANY"":""1"",""WHATBEHAVIORSDOYOUSEE"":[""STANDING""]},""filters"":{}}]}]","{""458046"":{""retired"":null,""link"":""https://www.flickr.com/photos/cseeman/16826759250"",""origin"":""Flickr"",""license"":""Creative Commons - share adapt attribute"",""image_name"":""16826759250_fc231f35a0_z.jpg"",""subject_id"":26,""attribution"":""Corey Seeman""}}",458046
394123647,meganpetey13,2426583,6fb705e07c3b272c9969,20748,Identify Terrestrial Consumers in the Intertidal,30.2,2022-02-02 18:37:08 UTC,,,"{""source"":""api"",""session"":""ba926a9cc675d43953c42077b6c51a948ff5c396c70ce1232098927c2e3128bc"",""viewport"":{""width"":1322,""height"":588},""started_at"":""2022-02-02T18:36:37.190Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36"",""utc_offset"":""28800"",""finished_at"":""2022-02-02T18:37:09.216Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":640,""clientHeight"":425,""naturalWidth"":640,""naturalHeight"":425}],""subject_selection_state"":{""retired"":false,""selected_at"":""2022-02-02T18:36:36.263Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""53137""}","[{""task"":""T0"",""value"":[{""choice"":""COYOTE"",""answers"":{""HOWMANY"":""2"",""WHATBEHAVIORSDOYOUSEE"":[""INTERACTING""]},""filters"":{}}]}]","{""458032"":{""retired"":null,""link"":""https://www.flickr.com/photos/diegeekdie/4695100707"",""origin"":""Flickr"",""license"":""Creative Commons - share adapt attribute"",""image_name"":""4695100707_d2b1c3f778_z.jpg"",""subject_id"":12,""attribution"":""MagneG""}}",458032
394123652,zoeologist,2413543,32296c4aa2899b4f2817,20748,Identify Terrestrial Consumers in the Intertidal,30.2,2022-02-02 18:37:09 UTC,,,"{""source"":""api"",""session"":""5a4ceec2fbfa13192485345f0970d127aca961cb7cf33704a48b52ffa70df49c"",""viewport"":{""width"":1512,""height"":776},""started_at"":""2022-02-02T18:36:55.768Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36"",""utc_offset"":""28800"",""finished_at"":""2022-02-02T18:37:09.334Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":640,""clientHeight"":425,""naturalWidth"":640,""naturalHeight"":425}],""subject_selection_state"":{""retired"":false,""selected_at"":""2022-02-02T18:36:06.249Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""53137""}","[{""task"":""T0"",""value"":[{""choice"":""COUGAR"",""answers"":{""HOWMANY"":""2"",""WHATBEHAVIORSDOYOUSEE"":[""MOVING""]},""filters"":{}}]}]","{""458032"":{""retired"":null,""link"":""https://www.flickr.com/photos/diegeekdie/4695100707"",""origin"":""Flickr"",""license"":""Creative Commons - share adapt attribute"",""image_name"":""4695100707_d2b1c3f778_z.jpg"",""subject_id"":12,""attribution"":""MagneG""}}",458032
394123724,meganpetey13,2426583,6fb705e07c3b272c9969,20748,Identify Terrestrial Consumers in the Intertidal,30.2,2022-02-02 18:37:28 UTC,,,"{""source"":""api"",""session"":""ba926a9cc675d43953c42077b6c51a948ff5c396c70ce1232098927c2e3128bc"",""viewport"":{""width"":1322,""height"":588},""started_at"":""2022-02-02T18:37:11.217Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36"",""utc_offset"":""28800"",""finished_at"":""2022-02-02T18:37:28.357Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":640,""clientHeight"":427,""naturalWidth"":640,""naturalHeight"":427}],""subject_selection_state"":{""retired"":false,""selected_at"":""2022-02-02T18:36:36.263Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""53137""}","[{""task"":""T0"",""value"":[{""choice"":""WEASEL"",""answers"":{""HOWMANY"":""1"",""WHATBEHAVIORSDOYOUSEE"":[""STANDING""]},""filters"":{}}]}]","{""458042"":{""retired"":null,""link"":""https://www.flickr.com/photos/niceimages/9835794446"",""origin"":""Flickr"",""license"":""Creative Commons - share adapt attribute"",""image_name"":""9835794446_d5e6020cbd_z.jpg"",""subject_id"":22,""attribution"":""drpavloff""}}",458042
394123828,meganpetey13,2426583,6fb705e07c3b272c9969,20748,Identify Terrestrial Consumers in the Intertidal,30.2,2022-02-02 18:37:51 UTC,,,"{""source"":""api"",""session"":""ba926a9cc675d43953c42077b6c51a948ff5c396c70ce1232098927c2e3128bc"",""viewport"":{""width"":1322,""height"":588},""started_at"":""2022-02-02T18:37:30.032Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36"",""utc_offset"":""28800"",""finished_at"":""2022-02-02T18:37:52.323Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":640,""clientHeight"":427,""naturalWidth"":640,""naturalHeight"":427}],""subject_selection_state"":{""retired"":false,""selected_at"":""2022-02-02T18:36:36.263Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""53137""}","[{""task"":""T0"",""value"":[{""choice"":""RAPTOR"",""answers"":{""HOWMANY"":""4"",""WHATBEHAVIORSDOYOUSEE"":[""FORAGINGSNOUTTOGROUND""]},""filters"":{}}]}]","{""458041"":{""retired"":null,""link"":""https://www.flickr.com/photos/pagedooley/10225182346"",""origin"":""Flickr"",""license"":""Creative Commons - share adapt attribute"",""image_name"":""10225182346_0d446c8a38_z.jpg"",""subject_id"":21,""attribution"":""Kevin Dooley""}}",458041
394123915,meganpetey13,2426583,6fb705e07c3b272c9969,20748,Identify Terrestrial Consumers in the Intertidal,30.2,2022-02-02 18:38:11 UTC,,,"{""source"":""api"",""session"":""ba926a9cc675d43953c42077b6c51a948ff5c396c70ce1232098927c2e3128bc"",""viewport"":{""width"":1322,""height"":588},""started_at"":""2022-02-02T18:37:53.962Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36"",""utc_offset"":""28800"",""finished_at"":""2022-02-02T18:38:12.085Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":604,""clientHeight"":529,""naturalWidth"":640,""naturalHeight"":561}],""subject_selection_state"":{""retired"":false,""selected_at"":""2022-02-02T18:36:36.263Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""53137""}","[{""task"":""T0"",""value"":[{""choice"":""BOBCAT"",""answers"":{""HOWMANY"":""1"",""WHATBEHAVIORSDOYOUSEE"":[""HOLDINGFOOD""]},""filters"":{}}]}]","{""458025"":{""retired"":null,""link"":""https://www.flickr.com/photos/bevgoodwin/8556948660"",""origin"":""Flickr"",""license"":""Creative Commons - share adapt attribute"",""image_name"":""8556948660_807cb1f8db_z.jpg"",""subject_id"":5,""attribution"":""Beverley Goodwin""}}",458025
394123988,meganpetey13,2426583,6fb705e07c3b272c9969,20748,Identify Terrestrial Consumers in the Intertidal,30.2,2022-02-02 18:38:27 UTC,,,"{""source"":""api"",""session"":""ba926a9cc675d43953c42077b6c51a948ff5c396c70ce1232098927c2e3128bc"",""viewport"":{""width"":1322,""height"":588},""started_at"":""2022-02-02T18:38:13.564Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36"",""utc_offset"":""28800"",""finished_at"":""2022-02-02T18:38:27.892Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":640,""clientHeight"":480,""naturalWidth"":640,""naturalHeight"":480}],""subject_selection_state"":{""retired"":false,""selected_at"":""2022-02-02T18:36:36.263Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""53137""}","[{""task"":""T0"",""value"":[{""choice"":""PIG"",""answers"":{""HOWMANY"":""1"",""WHATBEHAVIORSDOYOUSEE"":[""FORAGINGSNOUTTOGROUND""]},""filters"":{}}]}]","{""458030"":{""retired"":null,""link"":""https://www.flickr.com/photos/alishav/3278443166"",""origin"":""Flickr"",""license"":""Creative Commons - share adapt attribute"",""image_name"":""3278443166_9eecc2ca0b_z.jpg"",""subject_id"":10,""attribution"":""Alisha Vargas""}}",458030
394124118,meganpetey13,2426583,6fb705e07c3b272c9969,20748,Identify Terrestrial Consumers in the Intertidal,30.2,2022-02-02 18:38:57 UTC,,,"{""source"":""api"",""session"":""ba926a9cc675d43953c42077b6c51a948ff5c396c70ce1232098927c2e3128bc"",""viewport"":{""width"":1322,""height"":588},""started_at"":""2022-02-02T18:38:29.500Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36"",""utc_offset"":""28800"",""finished_at"":""2022-02-02T18:38:58.427Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":640,""clientHeight"":427,""naturalWidth"":640,""naturalHeight"":427}],""subject_selection_state"":{""retired"":false,""selected_at"":""2022-02-02T18:36:36.263Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""53137""}","[{""task"":""T0"",""value"":[{""choice"":""BIRDOTHER"",""answers"":{""HOWMANY"":""2"",""WHATBEHAVIORSDOYOUSEE"":[""INTERACTING""]},""filters"":{}}]}]","{""458049"":{""retired"":null,""link"":""https://www.flickr.com/photos/69214385@N04/14704713489"",""origin"":""Flickr"",""license"":""Creative Commons - share adapt attribute"",""image_name"":""14704713489_d49728abd3_z.jpg"",""subject_id"":29,""attribution"":""Don McCullough""}}",458049
394124160,meganpetey13,2426583,6fb705e07c3b272c9969,20748,Identify Terrestrial Consumers in the Intertidal,30.2,2022-02-02 18:39:09 UTC,,,"{""source"":""api"",""session"":""ba926a9cc675d43953c42077b6c51a948ff5c396c70ce1232098927c2e3128bc"",""viewport"":{""width"":1322,""height"":588},""started_at"":""2022-02-02T18:39:01.153Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36"",""utc_offset"":""28800"",""finished_at"":""2022-02-02T18:39:10.271Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":640,""clientHeight"":454,""naturalWidth"":640,""naturalHeight"":454}],""subject_selection_state"":{""retired"":false,""selected_at"":""2022-02-02T18:36:36.263Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""53137""}","[{""task"":""T0"",""value"":[{""choice"":""BADGER"",""answers"":{""HOWMANY"":""1"",""WHATBEHAVIORSDOYOUSEE"":[""STANDING""]},""filters"":{}}]}]","{""458028"":{""retired"":null,""link"":""https://www.flickr.com/photos/rtv/2875838880"",""origin"":""Flickr"",""license"":""Creative Commons - share adapt attribute"",""image_name"":""2875838880_f671d848e6_z.jpg"",""subject_id"":8,""attribution"":""Robert Parviainen""}}",458028
394124262,meganpetey13,2426583,6fb705e07c3b272c9969,20748,Identify Terrestrial Consumers in the Intertidal,30.2,2022-02-02 18:39:36 UTC,,,"{""source"":""api"",""session"":""ba926a9cc675d43953c42077b6c51a948ff5c396c70ce1232098927c2e3128bc"",""viewport"":{""width"":1322,""height"":588},""started_at"":""2022-02-02T18:39:12.933Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36"",""utc_offset"":""28800"",""finished_at"":""2022-02-02T18:39:36.649Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":640,""clientHeight"":480,""naturalWidth"":640,""naturalHeight"":480}],""subject_selection_state"":{""retired"":false,""selected_at"":""2022-02-02T18:36:36.263Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""53137""}","[{""task"":""T0"",""value"":[{""choice"":""BRUSHRABBIT"",""answers"":{""HOWMANY"":""1"",""WHATBEHAVIORSDOYOUSEE"":[""HOLDINGFOOD""]},""filters"":{}}]}]","{""458050"":{""retired"":null,""link"":""https://www.flickr.com/photos/sangatiche/275371612"",""origin"":""Flickr"",""license"":""Creative Commons - share adapt attribute"",""image_name"":""275371612_d728c1f818_z.jpg"",""subject_id"":30,""attribution"":""SanGatiche""}}",458050
